,Region,Average_R2
646,7_12595836_13844577,-0.09819484162233949
647,7_13844577_15104032,-1.2957042827811942
648,7_15104032_16862445,-9.313060549182728
649,7_16862445_19441924,-126.98492518213293
650,7_19441924_20085285,-0.03133014954946014
651,7_22468010_23431823,-1.1719286818235823
652,7_23431823_25037640,-3.8719589993980463
653,7_25037640_25869935,-0.03297931478289513
654,7_25869935_28320690,-12.356011975870612
655,7_36173929_37515581,-2.390907425265474
656,7_37515581_38927103,-2.782452317158018
657,7_38927103_39823071,-0.7376504765228843
658,7_39823071_41962213,-4.947463458555514
659,7_41962213_43119475,-3.674475071764223
660,7_43119475_44724229,-4.649380606694345
661,7_44724229_45913323,-2.728958582948491
662,7_45913323_46947122,-0.013176706552388052
663,7_46947122_49172682,-2.3312020320645312
664,7_49172682_51607626,-1.718564311119308
665,7_54155283_55623891,-0.9097067635874805
666,7_55623891_57314931,-0.3055230567363835
667,7_57314931_63846981,-0.007436413817895171
668,7_63846981_64180747,-0.00010682003636297566
669,7_66224822_68769087,-98.60121976303057
670,7_68769087_69620378,-0.7256604015642163
671,7_69620378_72409900,-8.16833698100513
672,7_72409900_73920272,-33.47262150079159
673,7_76829247_78464542,-9.546552544242802
674,7_78464542_80258753,-15.912286940607126
675,7_80258753_82393370,-5.541555536741494
676,7_82393370_84171887,-12.200376738526696
677,7_84171887_85942866,-0.9054507669495073
678,7_85942866_88195689,-0.7838430230279343
679,7_91032469_92864438,-10.120094380109148
680,7_92864438_94337289,-0.49217907283853324
681,7_94337289_96444196,-1.7146265124656146
682,7_96444196_97470258,-0.04088652790330669
683,7_97470258_99117851,-4.669862909286922e+23
684,7_99117851_100599028,-0.8202799611384398
685,7_100599028_101555972,-3558.311261651527
686,7_103557063_104519078,-4.229761635818585
687,7_104519078_106042459,-7.376573061600212
688,7_106042459_108139733,-16.61764858257487
689,7_108139733_110007537,-0.21048175818452908
690,7_110007537_112978629,-2.355890214499675
691,7_112978629_114072332,-1.7293551909625662
692,7_114072332_117140124,-33.45126245158186
693,7_117140124_118711527,-0.8749276099423234
694,7_118711527_121405219,-0.737146764757938
695,7_121405219_122293576,-0.13190604081430024
696,7_122293576_124516751,-1.9537922496317601
697,7_124527498_126879116,-5.6225273628735835
698,7_126879116_127229167,-0.3782143507940584
699,7_127229167_129138332,-10.389680970855185
700,7_129138332_130737653,-2.413387557990398
701,7_130737653_133121089,-10.138039389563014
702,7_133121089_134622844,-0.68020760852052
703,7_134622844_135906335,-0.8511380270094435
704,7_135906335_137191815,-1.0640774121194592
705,7_137191815_139059933,-18.182223844622158
706,7_139059933_140233377,-0.8940920994971056
707,7_140233377_140535410,-0.3751688482904833
708,7_140535410_141526757,-0.46763525313001447
709,7_141526757_142959223,-7.382060179185151
710,7_145271196_146730868,-28.15544489509902
711,7_146730868_148118226,-28.15544489509902
712,7_150143569_151014417,-0.7182053606586128
713,7_153976934_155173020,-19.834675896227075
714,7_155173020_156272556,-0.8998674419771435
715,8_1094217_1213245,-42.16948549439043
716,8_2095102_2715741,-0.11869525012615076
717,8_6285276_7295557,-2.670061656482875
718,8_9297184_9783277,-0.13798821976727896
719,8_9783277_10605687,-0.6420657251076911
720,8_10605687_11421489,-0.6926360392318892
721,8_13634266_14087483,-4.032194072747904
722,8_16134151_17530367,-23.266919150070187
723,8_17530367_17978890,-0.5066062994011373
724,8_17978890_19635329,-6.387361917208363
725,8_19635329_20203345,-1.1875211164264516
726,8_20203345_21804225,-6.002441301126181
727,8_21804225_23039544,-2.1020459741479924
728,8_23039544_24817205,-3.5672534500074016
729,8_24817205_25625938,-0.3804071017626447
730,8_25625938_26825008,-1.5392392447486851
731,8_26825008_28304875,-2.073659647737177
732,8_28304875_29470379,-0.6801620461700246
733,8_29470379_31276213,-0.6564872417333004
734,8_31276213_31690844,-1.1931095641783558
735,8_31690844_33119700,-1.1931095641783558
736,8_33119700_35459714,-5.43356686295205
737,8_35459714_37521871,-0.5956442938318828
738,8_37521871_39081287,-0.9567286475898769
739,8_39081287_40845818,-3.0840979447912784
740,8_40845818_41863936,-2.1773943778138403
741,8_41863936_42918680,-0.846200834469126
742,8_42918680_45929693,-0.07336474785406807
743,8_45929693_49169911,-0.6433319237597315
744,8_49169911_52390370,-15.003755770366249
745,8_52390370_53505484,-0.6857564323069699
746,8_53505484_55033021,-0.4970321510572755
747,8_55033021_56043824,-0.5913447753561236
748,8_56043824_58156092,-6.577163098677441
749,8_58156092_58815541,-1.189442145196196
750,8_58815541_61416540,-26.48308604309368
751,8_61416540_62436747,-2.7691813102560885
752,8_62436747_64320315,-0.9190807488331162
753,8_64320315_65576855,-0.0569788538399576
754,8_68950822_69955744,-0.2438682291666936
755,8_69955744_71377219,-1.7717340585617194
756,8_71377219_72904964,-17.582070362326217
757,8_72904964_74532829,-4.16724844726477
758,8_74532829_75544307,-0.6041635598037283
759,8_75544307_78220626,-11.717801882901295
760,8_78220626_81044160,-6.159858561086734
761,8_81044160_81781504,-0.46437217253138285
762,8_81781504_83313354,-0.022552552503010536
763,8_83313354_85043384,-0.2730718909198293
764,8_85043384_86399480,-22.932233878365714
765,8_86399480_88073253,-2.5275915817902512
766,8_88073253_89625933,-0.16549861149281941
767,8_89625933_92542158,-1.5621357147894745
768,8_92542158_93993299,-0.7335197946446436
769,8_93993299_95522578,-1.0800883055030657
770,8_95522578_98389353,-10.833238754549937
771,8_98389353_100608730,-2.3781345806630405
772,8_100608730_103111078,-5.881957362859003
773,8_103111078_103976524,-1.2609485123407305
774,8_103976524_106398526,-33.18376252388233
775,8_106398526_107635949,-0.5277503865901235
776,8_107635949_108235944,-0.4567367887954479
777,8_108235944_109472085,-1.2285533397170805
778,8_109472085_110838618,-0.21973669348698927
779,8_112052091_115084266,-0.5774040559275571
780,8_115084266_118673218,-36.31888343325694
781,8_118673218_120189461,-1.400099274492829
782,8_123849219_124671478,-0.8435877899181696
783,8_124671478_125398675,-0.6645267799370953
784,8_125398675_127646866,-327.2050536040865
785,8_127646866_129368893,-0.055500118818230824
786,8_129368893_130627379,-0.10501347197049622
787,8_130627379_132338897,-5.018647993237133
788,8_132338897_133557758,-2.927633430274004
789,8_133557758_135023362,-2.6734580448783554
790,8_135023362_136511908,-0.07421588365072704
791,8_136511908_138242587,-0.39006196740676996
792,8_138242587_139713400,-13.985205610216521
793,8_139713400_141963553,-2.9938075724635227
794,8_141963553_143155464,-0.9603087279442167
795,8_143155464_145078481,-10.016447873936574
796,9_10023_1079707,-4.3804397723570805
797,9_1916877_3190064,-1.3591053242649511
798,9_3190064_4495328,-6.3943459422483135
799,9_4495328_4884926,-0.5626530135347687
800,9_4884926_6557589,-9.135691572870476
801,9_6557589_7154923,-0.757736859924312
802,9_14836365_16659657,-16.086080183325276
803,9_20463536_22206560,-2.1961433336838465
804,9_22206560_24158520,-1.3750780610257731
805,9_24158520_25330812,-0.014071712412641092
806,9_25330812_26111759,-0.01936996324367557
807,9_26111759_28224285,-135.44531715822876
808,9_28224285_28811586,-0.8159648692975976
809,9_32019370_33578336,-45.597715297174204
810,9_33578336_34642246,-2.358531608969127
811,9_34642246_36743286,-2.445020973893326
812,9_36743286_38641602,-10.969342532411277
813,9_38641602_39393282,-0.4311244537731943
814,9_69897795_70138839,-0.20325565781617855
815,9_70138839_71638124,-1.3772364092813185
816,9_71638124_73589030,-1.1430506358400128
817,9_74358165_76285267,-34.90574401203803
818,9_76285267_76856292,-2.0263562028180058
819,9_76856292_78464139,-3.4020599063742814
820,9_78464139_79976013,-0.06136788761440957
821,9_79976013_81596318,-0.1271136219862976
822,9_81596318_82825886,-0.1271136219862976
823,9_82825886_84323281,-1.4875739713257317
824,9_84323281_85494418,-0.4942543052650933
825,9_85494418_85975502,-0.20799499141706002
826,9_85975502_87521331,-3.6939629999691896
827,9_87521331_89827251,-8.202455070287344
828,9_89827251_91404921,-0.7792298208144304
829,9_91404921_93909416,-25.170807214882302
830,9_93909416_96159758,-4.334661919662111
831,9_96159758_98830577,-13.249995773509687
832,9_98830577_101862155,-19.192608833744373
833,9_103205694_104819468,-0.716491635939169
834,9_104819468_106536473,-1.461497804982741
835,9_106536473_107932781,-0.5932080488603576
836,9_107932781_110015744,-0.4700863570285164
837,9_110015744_112068802,-276.5426151013363
838,9_112068802_112930865,-0.6308697870312635
839,9_112930865_114257521,-3.495773125384345
840,9_114257521_115159681,-0.8645530150984193
841,9_115159681_118559259,-1.7446240134704485
842,9_118559259_119498019,-0.11641158632742923
843,9_119498019_122109043,-1.2769376996259019
844,9_122109043_124209608,-1.9091145253173447
845,9_124209608_126297386,-0.8403189796116768
846,9_126297386_127293231,-0.6615416534989421
847,9_127293231_129403191,-1196.365413501862
848,9_129403191_130347830,-1.4549612935377165
849,9_130347830_131252501,-1.2958073579548004
850,9_131252501_132423455,-1.4331653809096658
851,9_132423455_134176000,-18.03742643301263
852,9_134176000_134697518,-0.58979817615868
853,9_134697518_136047132,-8.671639118501345
854,9_136047132_136605890,-0.6520543719761142
855,9_136605890_138254346,-4.44376319808462
856,10_14583_705399,-0.7256242676229515
857,10_705399_1481349,-4.0962055438015055
858,10_1481349_2212306,-2.198664403907167
859,10_2212306_3310507,-0.17164720392864385
860,10_3310507_4530082,-0.022686632315030965
861,10_4530082_5941799,-18.233042731039042
862,10_5941799_7129522,-1.1845515512632268
863,10_7129522_8732702,-1.552467267242521
864,10_12544798_13279600,-2.4279318543803265
865,10_13279600_14984069,-33.463099410253896
866,10_14984069_16509768,-2.559633196608946
867,10_16509768_18248338,-20.983865317346677
868,10_18248338_19427949,-17.95573107485437
869,10_22483354_22886203,-0.08087947621948297
870,10_22886203_25289667,-15.919963816988622
871,10_25289667_26599755,-3.3176008452078287
872,10_26599755_29034307,-57.180185855093725
873,10_29034307_29494763,-0.40710100748300276
874,10_29494763_30169909,-0.1890735570253093
875,10_30169909_31618591,-1.9114258829822444
876,10_31618591_33419040,-1.8067546441600353
877,10_33419040_34820427,-0.28564877831226776
878,10_34820427_36283580,-0.3657586845216624
879,10_36283580_37501101,-0.16855836198780225
880,10_37501101_41867628,-0.11557903420245164
881,10_41867628_43399323,-0.5988735978852696
882,10_43399323_44234627,-0.12809282370494862
883,10_46978910_49632869,-7.746441325867428
884,10_51856869_53343812,-1.5537135263038053
885,10_53343812_55271380,-44.83196295801205
886,10_55271380_55902386,-44.742633360204486
887,10_55902386_57199768,-0.013467972640228587
888,10_57199768_58530227,-0.3060432704709421
889,10_58530227_60131651,-8.913841564908576
890,10_60131651_60899921,-0.9516898507378528
891,10_60899921_61581937,-0.10877422506248893
892,10_61581937_64034354,-2.0014207860256654
893,10_65789857_68140391,-196.53477423738087
894,10_68140391_68436234,-0.16772783244830505
895,10_68436234_70461094,-12.588738943913844
896,10_70461094_71748755,-6.524522573667025
897,10_71748755_73662792,-2.463058804949639
898,10_76947056_79116992,-13.348533445809219
899,10_80654923_82623989,-0.6758218180766766
900,10_82623989_83698947,-0.6758218180766766
901,10_83698947_86177820,-3939.3135095251882
902,10_86177820_87367307,-16.836865598067604
903,10_87367307_89253624,-10.21747303217935
904,10_89253624_90246824,-0.33328120352628055
905,10_90246824_91575290,-0.4308411979262342
906,10_91575290_93636611,-3.2492607285581547
907,10_93636611_94461486,-0.6024297708394062
908,10_94461486_96062600,-2.323569107988569
909,10_98481545_98908643,-0.4176868077177266
910,10_101189482_102620653,-0.5663246493186764
911,10_102620653_104935290,-4.994873521178124
912,10_104935290_106966928,-19.765353576721196
913,10_106966928_108557947,-0.37129407653373947
914,10_108557947_110801735,-0.49199153140134577
915,10_113568673_114661647,-1.242123570543551
916,10_114661647_117764423,-12.868359053970886
917,10_117764423_118831841,-0.4217870863730157
918,10_118831841_120647811,-0.8539429653791274
919,10_120647811_121471951,-0.019074421782261708
920,10_121471951_122141030,-0.8408744558299954
921,10_122141030_124109830,-8.939352716753323
922,10_126312529_127356098,-2184.043353956238
923,10_127356098_129046020,-4.8331169300865575
924,10_129046020_129943063,-0.5289600947081448
925,10_129943063_130781981,-0.3164591796811624
926,10_130781981_132522825,-13.54668354507162
927,10_132522825_132681169,-0.173085799936888
928,10_132681169_133786540,-23.16085138015244
929,11_3644251_4725479,-7.301176720994656
930,11_4725479_6301639,-10.21131753174545
931,11_6301639_7415470,-1.5768276650113506
932,11_7415470_8311727,-2.3792048961702177
933,11_8311727_9065770,-0.5643775728246101
934,11_9065770_10930480,-4.166283862148408
935,11_10930480_12542682,-6.962778472454021
936,11_12542682_13351577,-0.6152499365976538
937,11_13351577_15721006,-6.568968083033991
938,11_15721006_17556855,-2.315005519653817
939,11_20995592_22352596,-7.76618566607695
940,11_22352596_24066971,-0.26487852512216836
941,11_24066971_26024206,-0.5510854698353613
942,11_26024206_26998914,-0.7583306116142723
943,11_26998914_28460046,-0.744970019030376
944,11_28460046_30119810,-1.0986666528030269
945,11_30119810_32255355,-0.8228688445609752
946,11_32255355_33937192,-1.068020523327875
947,11_33937192_35481057,-3.3337605806395216
948,11_35481057_37095265,-1.1271840305197511
949,11_39360453_42288453,-1.1415820917007469
950,11_42288453_44672249,-1.7062289645308475
951,11_44672249_46984586,-2.4357664906674503
952,11_58690022_59013076,-0.25679343686106637
953,11_62456299_64037097,-2.101120213333667
954,11_64037097_66131160,-2.0029119599298717
955,11_66131160_68238358,-14.152310721938202
956,11_68238358_69701362,-2.167937554515839
957,11_69701362_71215246,-3.706728686770107
958,11_71215246_72574973,-100.98206214882971
959,11_72574973_74701306,-4.431300218958273
960,11_74701306_77086163,-45.476534561829354
961,11_77086163_78644013,-1.286509606583118
962,11_78644013_81011330,-0.5975446237779648
963,11_81555670_84670229,-17.37020267149225
964,11_86908259_87719343,-0.5636322393265368
965,11_87719343_89475768,-0.9908069530989188
966,11_89475768_91233322,-0.9214854173604156
967,11_92343978_93542991,-0.7543867921225782
968,11_93542991_94509094,-0.7040745777964238
969,11_94509094_95992877,-4.35185928407801
970,11_95992877_97186058,-0.381954675241736
971,11_98834335_100546438,-98.56951509990516
972,11_100546438_101460390,-2.9993406089348698
973,11_104088908_105002557,-0.9181201701926096
974,11_105002557_106650168,-0.9042425214205576
975,11_106650168_107973474,-1.2022095458656703
976,11_107973474_108566310,-0.19720388029244074
977,11_108566310_109995390,-1.7900415812297112
978,11_109995390_111243672,-0.38467381654768007
979,11_111243672_112588765,-0.414400754931178
980,11_112588765_114387006,-1.2159601843533276
981,11_114387006_114959946,-93.5559660237114
982,11_114959946_116512631,-0.11098560167501596
983,11_116512631_117876395,-1.6217205876304732
984,11_117876395_119344766,-1.563166944082958
985,11_119344766_120896097,-3.3873620536058318
986,11_120896097_121305234,-0.5111402754011515
987,11_121305234_122721202,-2.3093000379768434
988,11_122721202_123629409,-1.7221320141041478
989,11_123629409_124625632,-1.1969459603353274
990,11_124625632_126441425,-9.625441831503652
991,11_126441425_127446784,-0.5145028316274084
992,11_128318642_130472680,-92.32869017980407
993,11_130472680_131204717,0.1489619531917817
994,11_133130151_134336099,-5.344852063064005
995,11_134336099_135076558,-0.13650762919367626
996,12_44631_971165,-2.0136870684239643
997,12_971165_2435620,-14.568855547294806
998,12_2435620_3567871,-234.96879433432824
999,12_3567871_4308513,-1.7997734322867902
1000,12_4308513_5212306,-0.7090024684603279
1001,12_5212306_6310587,-1.5809600362671774
1002,12_6310587_8224940,-7.616674078189708
1003,12_8224940_8878799,-8.240216646191215
1004,12_8878799_10328935,-9.391804527083524
1005,12_10328935_11601912,-7.612773019289601
1006,12_11601912_12580594,-1.2974798681638857
1007,12_12580594_15088550,-9.871318007850004
1008,12_15088550_16157526,-0.29248921842203257
1009,12_16157526_17934939,-0.2082061352126332
1010,12_23667700_25218149,-7.7161629159471845
1011,12_27646840_29498322,-20.33515845728614
1012,12_29498322_30359473,-0.2313734021551514
1013,12_30359473_32012658,-2.634437072197643
1014,12_32012658_32924055,-0.9823998243712673
1015,12_32924055_37462915,-0.2329128092130101
1016,12_37462915_38833367,-0.1930460589364345
1017,12_38833367_40422383,-1.3694094691293472
1018,12_40422383_41264784,-1.055846940336591
1019,12_41264784_43590671,-17.50484258516162
1020,12_43590671_45630446,-1.0240065917112056
1021,12_45630446_47321010,-0.9092983652977364
1022,12_47321010_48608083,-0.7513813296184781
1023,12_48608083_51382710,-47.54699677135235
1024,12_51382710_52645220,-1.9386920333952158
1025,12_52645220_54385039,-5.99653753524357
1026,12_54385039_55272053,-0.43832231002758093
1027,12_55272053_57155077,-1.361333864499745
1028,12_57155077_58914885,-4.397967664699048
1029,12_58914885_60729948,-0.5852588358862614
1030,12_60729948_63638681,-1.8840147245703296
1031,12_63638681_65165915,-2.916325804197644
1032,12_65165915_66787364,-3.841931741009944
1033,12_66787364_67515949,-0.8251519386418534
1034,12_67515949_69432762,-3.9876917976749775
1035,12_69432762_70564207,-1.7474002852018806
1036,12_70564207_72251295,-6.03679312878012
1037,12_72251295_73424674,-1.153821082928303
1038,12_73424674_76117534,-2.3765271795214553
1039,12_76117534_78176790,-5.5747180245570025
1040,12_78176790_80054370,-9.416583278646433
1041,12_80054370_81073988,-0.8905486994473026
1042,12_81073988_83108887,-6.248632313142843
1043,12_83108887_83910065,-0.30456869959477983
1044,12_83910065_85596648,-0.09074571361368675
1045,12_85596648_89288345,-21.97413275630694
1046,12_89288345_91672378,-1.6945725123231163
1047,12_91672378_94120791,-8.50932213277017
1048,12_94120791_95627009,-3.0598205516244037
1049,12_95627009_96715061,-1.3230923285053882
1050,12_98912209_101053863,-14.263970345811998
1051,12_101053863_101468912,-0.5922518172336328
1052,12_101468912_102571208,-0.4789180074438052
1053,12_102571208_104454918,-2.2033211308323883
1054,12_104454918_106042435,-0.9118079226858218
1055,12_106042435_106564970,-0.3120389337675169
1056,12_106564970_108632125,-5.27822151405019
1057,12_108632125_109898914,-1.303531408645181
1058,12_109898914_112825713,-1.1027821629250898
1059,12_112825713_113548904,-0.5634365932097275
1060,12_113548904_114598797,-0.40972474951353544
1061,12_114598797_115065411,-0.03156517144613944
1062,12_115065411_116649666,-0.3498261180389517
1063,12_116649666_117697570,-1.8519613773953356
1064,12_117697570_119316305,-37.29129181042197
1065,12_119316305_121569746,-83.8234047720642
1066,12_121569746_124493434,-6.675568457655598
1067,12_124493434_125960959,-9.26350235785023
1068,12_127390553_128752752,-0.4203850125176006
1069,12_128752752_129893376,-4.872689948626744
1070,12_131302206_132236187,-0.7547306062084921
1071,12_132236187_133264925,-2.6399496984152164
1072,13_18445873_20112581,-2.3132243856865857
1073,13_20112581_21668035,-3.0661945046782058
1074,13_21668035_23020563,-0.028594936253106117
1075,13_23020563_23957798,-0.844836968106667
1076,13_23957798_25210224,-8.029214087114287
1077,13_25210224_26710225,-2.0510403067154153
1078,13_26710225_28683414,-28.69910966234081
1079,13_28683414_29909130,-1.3803538041468548
1080,13_29909130_31727678,-1.4340475452215147
1081,13_31727678_33202766,-1.9309367163060323
1082,13_33202766_34452327,-0.6384342368086724
1083,13_34452327_35472230,-0.3015724283124298
1084,13_35472230_36924048,-3.3308134469414163
1085,13_36924048_38304026,-0.7466526714748902
1086,13_38304026_40495126,-1.5768823464394681
1087,13_40495126_42526891,-2.71519067819733
1088,13_42526891_44327273,-2.8887831343485146
1089,13_44327273_45921079,-1.7346778940324292
1090,13_45921079_46856944,-0.7604557595556457
1091,13_46856944_48809826,-3.565592526455015
1092,13_48809826_51016955,-6.37260939881593
1093,13_51016955_52765487,-2.9514411057575827
1094,13_52765487_54108729,-0.1526404225211971
1095,13_56980083_57836492,-0.06413402832543827
1096,13_58728137_60280644,-0.3025542605352325
1097,13_60280644_61017815,-0.08999535152470632
1098,13_61017815_63397426,-0.0190808166802539
1099,13_64626470_67270321,-0.7178782886769645
1100,13_67270321_70150384,-0.11303754421038725
1101,13_70952659_73359952,-2.0192487963197467
1102,13_73359952_75096006,-1.5747265330404576
1103,13_75096006_76836420,-0.36405672228041996
1104,13_76836420_78234678,-0.5574765239545495
1105,13_78234678_80011541,-0.5635706873694902
1106,13_80011541_82007679,-0.024234825345591248
1107,13_85036781_87907627,-5.318457637866844
1108,13_89869057_92477438,-1.3770400471176587
1109,13_92477438_92934202,-1.3770400471176587
1110,13_95435304_96866956,-1.0086671640416132
1111,13_96866956_98286665,-2.6361798014623297
1112,13_98286665_99921841,-4.752747312672115
1113,13_99921841_101648173,-8.844951389797588
1114,13_101648173_103414360,-5.028538137044938
1115,13_106097651_107537529,-3.568241723370454
1116,13_107537529_108468862,-3.3320124061105667
1117,13_108468862_109162764,-0.880744796619274
1118,13_110579726_111595245,-0.7859027493920048
1119,13_111595245_112918174,-22.61466822444782
1120,13_112918174_114344378,-10.711484927785675
1121,14_21121243_22549721,-0.4520462768294261
1122,14_22549721_24435917,-16.610419394775086
1123,14_24435917_25666480,-0.33859081726611095
1124,14_25666480_27997327,-0.037936909174194344
1125,14_29502939_31914059,-6.415580745117002
1126,14_34377045_35390387,-1.942872072880137
1127,14_35390387_38198520,-7.7795729201151405
1128,14_38198520_39872786,-1.312553412502891
1129,14_41146299_42668186,-0.06239356732914092
1130,14_44074024_45612693,-0.07146871997904655
1131,14_46279927_48104383,-0.6967785447782998
1132,14_48536268_50041042,-0.09638630180430793
1133,14_50041042_51026854,-0.850305132356248
1134,14_51026854_53007665,-16.53639646659682
1135,14_53007665_53531113,-0.04130981461318517
1136,14_53531113_54766963,-0.8062998787882807
1137,14_54766963_55750162,-0.8191784544268412
1138,14_55750162_57014544,-0.3983788004062837
1139,14_57014544_58981618,-0.9119054909162128
1140,14_58981618_61213706,-4.5306749928117345
1141,14_61213706_63323296,-3.7901781062935442
1142,14_63323296_64753580,-0.8958563671073894
1143,14_64753580_65932837,-0.5475250704517599
1144,14_65932837_67525600,-0.3679115078981912
1145,14_70665240_72422907,-7.0672187682166525
1146,14_75978424_76763129,-1.0965838792793785
1147,14_76763129_78095602,-3.108222006238676
1148,14_78095602_79720236,-1.185924383456223
1149,14_79720236_81113370,-22.442198922048473
1150,14_81113370_82671753,-0.3893076683865593
1151,14_85279975_86180658,-0.07665779281799123
1152,14_87168997_89031299,-0.9873775009852459
1153,14_89031299_90830516,-6.618480384891572
1154,14_90830516_92665954,-23.06107154261948
1155,14_92665954_93858939,-2.0922230509283746
1156,14_93858939_95284530,-11.365436233992765
1157,14_95284530_95796078,-0.6039814477265862
1158,14_95796078_97874825,-0.6839415378835821
1159,14_98672195_101067970,-27.624710396235525
1160,14_101067970_102545765,-0.7099549002132424
1161,14_102545765_104535386,-10.977523146132295
1162,14_104535386_105874495,-1.6917306011459323
1163,15_23949980_24863443,-0.3645440607917926
1164,15_29046299_29873365,-1.2242898384419818
1165,15_31299618_32149610,-0.7590292123722909
1166,15_33723224_34791050,-8.878185972949424
1167,15_34791050_37164301,-34.20138398121122
1168,15_37164301_38238576,-0.026667606655494436
1169,15_38238576_40091931,-6.310027244765938
1170,15_40091931_40885316,-0.4869489523234726
1171,15_40885316_42484201,-1.473968736701973
1172,15_42484201_43905851,-0.6513532730464199
1173,15_43905851_46326589,-1.0919568005108657
1174,15_46326589_47843851,-0.3069279685217431
1175,15_47843851_49715846,-0.7141382274832546
1176,15_49715846_51385363,-1.5067072732558917
1177,15_51385363_52776899,-1.2985569415717495
1178,15_52776899_54216331,-8.944248430648967
1179,15_54216331_54844071,-0.5203222274917575
1180,15_54844071_56609575,-2.030228151552877
1181,15_56609575_58149167,-7.312841037804541
1182,15_58149167_59401917,-2.7262871626257086
1183,15_59401917_60973637,-11.751201370840572
1184,15_60973637_62923023,-22.87971612945571
1185,15_62923023_64812469,-1.3010103474602874
1186,15_64812469_66802429,-3.3802339185938335
1187,15_66802429_68725660,-1.7315525923500221
1188,15_68725660_69841002,-0.524765038433069
1189,15_69841002_71630310,-4.994700803798655
1190,15_71630310_73336373,-44.56658809396162
1191,15_73336373_76106283,-9.05755314967524
1192,15_76106283_78223711,-9.70749662749007
1193,15_86109674_87826712,-0.8587318580159687
1194,15_87826712_89932319,-62.9425868718772
1195,15_89932319_91621162,-1.665635448261975
1196,15_91621162_93237673,-2.976548239177294
1197,15_93237673_94381101,-0.22636943691813563
1198,15_94381101_95598367,-0.22636943691813563
1199,15_95598367_97487680,-0.02833738660111056
1200,15_97487680_98700830,-1.9741114349610598
1201,15_98700830_100096642,-276.3580884758818
1202,15_100096642_101012489,-7.174993740511582
1203,15_101012489_101980763,-1.8038281021982125
1204,16_10054_1157206,-411.07327013065094
1205,16_1157206_2714828,-9.560018429453985
1206,16_2714828_3951195,-1.086740006847063
1207,16_3951195_5068344,-1.3117260725507058
1208,16_8288517_9705562,-0.9311580698950321
1209,16_9705562_10332175,-0.7690230971849795
1210,16_10332175_11426305,-2.1427729452005266
1211,16_11426305_12519241,-1.4010791286994408
1212,16_12519241_13060580,-4.599772752880354
1213,16_13060580_14370145,-1.9303871061037037
1214,16_17550892_18632285,-0.001197875775303414
1215,16_18632285_20139249,-1.3290327759176832
1216,16_20139249_22437583,-144.29616055051676
1217,16_22437583_24125554,-157.35063548832062
1218,16_25975541_27434434,-8.14344127486127
1219,16_27434434_29025292,-16.44618886847897
1220,16_29025292_31371622,-2.5910417845081954
1221,16_34586599_48974015,-0.8219100723534275
1222,16_48974015_52001911,-2.7848095412906155
1223,16_52001911_53348660,-0.4988385112874088
1224,16_55869862_57630418,-4.809068841476481
1225,16_57630418_59011501,-1.0733441897326217
1226,16_60711790_62195945,-0.19464609629020937
1227,16_63657685_65904663,-0.06999487176444878
1228,16_65904663_68807460,-1.4539182471413912
1229,16_74937605_75944056,-0.9338157867610603
1230,16_75944056_77489781,-1.9454931016591623
1231,16_78422395_79100918,-53769.892545837814
1232,16_80263477_81738931,-3.8769174201684145
1233,16_82714123_83443603,-19.74074354436049
1234,16_84412277_85115079,-2.448393907780248
1235,16_85115079_86122993,-1.673835619395748
1236,16_86122993_86781805,-0.0528911733883668
1237,16_86781805_87613743,-0.8029993592416433
1238,16_88974757_90226404,-0.18071194402793833
1239,17_1269105_2025437,-1.3848029618700681
1240,17_3799018_4792966,-3.174309682312986
1241,17_4792966_5838014,-0.47583208357607915
1242,17_5838014_7414079,-9.728984064363104
1243,17_7414079_8403107,-0.9879779062783708
1244,17_8403107_10062604,-7.166138892737999
1245,17_10062604_11199498,-1.5639462880393973
1246,17_11199498_12631452,-0.7479387536055581
1247,17_12631452_13277055,-0.2552554477357674
1248,17_13277055_13991320,-0.030297676979564335
1249,17_13991320_15115780,-0.33175222595716847
1250,17_15115780_16509028,-29.61200335472795
1251,17_29007226_31459473,-3.0323615377591175
1252,17_33211407_34585779,-23.07888880997435
1253,17_34585779_36141651,-1.2792164482152
1254,17_38653091_40721152,-2.1481086414954556
1255,17_40721152_41743558,-1.270708694155283
1256,17_41743558_43694719,-27.549694320850016
1257,17_43694719_44979537,-0.8784269887411579
1258,17_47798656_49440038,-2.2574621534853567
1259,17_49440038_51821597,-7.425869129618242
1260,17_51821597_52641695,-0.26726599514361626
1261,17_53748757_55522071,-0.2258654148645313
1262,17_55522071_57280180,-18.10533333700313
1263,17_57280180_59410151,-2.3598972507193983
1264,17_59410151_61235394,-1.2491935865883577
1265,17_61235394_63468228,-4.624150560604809
1266,17_63468228_65152010,-1.1707594221687718
1267,17_65152010_66804312,-3.987500560275796
1268,17_69862629_71391676,-0.07072355110745607
1269,17_74676064_76379479,-2.2546331683968703
1270,17_76379479_78267332,-5.884458601388543
1271,17_78267332_79302554,-90.26070093734265
1272,17_80863788_82076532,-224.21225848052518
1273,17_82076532_83247139,-3.479537333992417
1274,18_10644_912485,-2.7070186555380653
1275,18_5834181_7090486,-2.745093397661015
1276,18_7090486_8498933,-3.5016609505003715
1277,18_11075914_11905441,-4.068643179975593
1278,18_21905883_23069508,-0.4931413968781378
1279,18_23069508_25416687,-4.0109408175001455
